code,animal_proportion,fao_subgroup_code,has_fish,has_meat_or_poultry,has_seafood,name,ep_phd_poultry,ep_phd_dairy,ep_phd_nuts,ep_phd_fruits,ep_phd_eggs,ep_phd_vegetables,ep_phd_animal_fats,ep_phd_plant_oils_saturated,ep_phd_meat,ep_phd_tubers_roots,ep_phd_refined_grains,ep_phd_none,ep_phd_plant_oils_unsaturated,ep_phd_legumes,ep_phd_sugar,ep_phd_whole_grains,ep_phd_fish,ep_phd_alcohol
B93,1.0,401,False,False,False,Valio Eila laktoositon kevytmaitojuoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000001,0.0,1205,False,False,False,Sokeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000002,0.0,1205,False,False,False,Hedelmäsokeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000003,0.0,1205,False,False,False,Siirappi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000004,1.0,1205,False,False,False,Hunaja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000005,0.0,1204,False,False,False,"Makeinen, karamelli",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000006,0.15,1202,False,False,False,"Suklaa, keskiarvo",0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0
F000007,0.2,1202,False,False,False,"Suklaakonvehti, marmeladitäyte",0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0
F000008,0.0,1204,False,False,False,Lakritsi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000009,0.0,1204,False,False,False,"Makeinen, marmeladimakeinen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000010,0.0,1204,False,False,False,"Marsipaani, mantelimassa",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000011,0.52,1204,False,False,False,"Makeinen, toffee",0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0
F000012,0.0,1204,False,False,False,"Makeinen, salmiakkipastilli",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000014,0.2,1202,False,False,False,"Suklaapatukka suklainen, keskiarvo",,,,,,,,,,,,,,,,,,0.0
F000020,0.0,1403,False,False,False,"Kaakaojauhe, ei lisättyä sokeria",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000021,0.0,1403,False,False,False,"Kaakaojauhe, sokeroitu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000025,1.0,702,False,False,False,Liivate,,,,,,,,,,,,,,,,,,0.0
F000026,0.0,1706,False,False,False,"Hiiva, tuore",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000027,0.0,102,False,False,False,"Jauho, maissitärkkelys",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000028,0.0,1302,False,False,False,Sinappi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000029,0.5,702,False,True,False,"Lihaliemi, laimennettu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000030,0.0,1301,False,False,False,"Ruokasuola, jodioitu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000031,0.0,1302,False,False,False,"Maustekastike, soijakastike",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000032,0.0,1202,False,False,False,"Suklaa, tumma",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0
F000033,0.2,1204,False,False,False,"Suklaa, maitosuklaa",0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
F000034,0.0,1204,False,False,False,Halva seesamsiemenvalmiste,,,,,,,,,,,,,,,,,,0.0
F000035,0.0,1204,False,False,False,"Makeinen, sokeriton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000036,0.0,1301,False,False,False,Mineraalisuola keskiarvo,,,,,,,,,,,,,,,,,,0.0
F000037,0.15,1202,False,False,False,"Suklaa, sokeriton, makeutettu sorbitolilla",,,,,,,,,,,,,,,,,,0.0
F000038,0.5,702,False,True,False,Lihaliemijauhe/tiiviste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000039,0.0,1701,False,False,False,"Makeutusaine aspartaami, jauhe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000040,0.0,106,False,False,False,"Välipalapatukka, kuituinen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000043,0.0,110,False,False,False,Ruismallas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000044,0.2,1202,False,False,False,"Suklaapatukka täytesuklaa, keskiarvo",0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0
F000062,0.0,1204,False,False,False,Ksylitolipastilli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000063,0.1,1202,False,False,False,Suklaapatukka vähärasvainen,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0
F000065,0.0,1204,False,False,False,Ksylitolipurukumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000066,0.0,1204,False,False,False,Purukumi,,,,,,,,,,,,,,,,,,0.0
F000069,0.0,1204,False,False,False,"Hedelmäpastilli, arabikumipastilli",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000070,0.0,1701,False,False,False,Makeutusaine sakariini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000074,0.0,1706,False,False,False,Leivinjauhe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000075,0.1,603,True,False,False,Kalaliemi laimennettu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000079,0.0,1301,False,False,False,"Ruokasuola, jodioimaton, vuorisuola",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F000100,0.0,110,False,False,False,"Jauho, ruisjauho, täysjyväjauho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000103,0.0,110,False,False,False,Ruishiutale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000110,0.0,103,False,False,False,"Jauho, vehnäjauho, puolikarkea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000111,0.0,103,False,False,False,"Jauho, grahamjauho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000112,0.0,103,False,False,False,Mannasuurimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000113,0.0,103,False,False,False,"Mannasuurimo, tumma",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000114,0.0,103,False,False,False,Vehnähiutale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000116,0.0,103,False,False,False,"Lese, vehnälese",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000117,0.0,103,False,False,False,"Makaroni, pasta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000119,0.0,103,False,False,False,"Makaroni, tumma",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000120,0.0,103,False,False,False,"Nuudeli, vehnänuudeli",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000121,0.0,103,False,False,False,"Pasta, spagetti, makaroni",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000123,0.0,103,False,False,False,"Makaroni, tumma, keitetty, suolaton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000124,0.0,103,False,False,False,"Jauho, hiivaleipävehnäjauho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000125,0.0,103,False,False,False,"Jauho, jauhoseos, sämpyläjauho, vehnäjauho, ruisjauho, vehnärouhe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000126,0.0,103,False,False,False,"Jauho, korppujauho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000142,0.0,103,False,False,False,"Jauho, vehnäjauho, leipomoteollisuus, vastajauhettu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000150,0.0,106,False,False,False,Ohrajauho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000151,0.0,106,False,False,False,Ohrasuurimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000152,0.0,106,False,False,False,Ohrahiutale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000153,0.0,111,False,False,False,Kaurahiutale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000154,0.0,111,False,False,False,"Talkkunajauho, sisältää ohraa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000156,0.0,101,False,False,False,Riisi puuroutuva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000158,0.0,101,False,False,False,Täysjyväriisi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000160,0.0,106,False,False,False,Hirssisuurimo / -jauho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000161,0.0,106,False,False,False,"Jauho, tattarisuurimo tai -jauho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000162,0.0,201,False,False,False,"Jauho, perunajauho tai -suurimo, perunatärkkelys",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000163,0.0,102,False,False,False,"Muro, maissihiutale, corn flakes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000165,0.0,303,False,False,False,Pellavansiemen kokonainen/rouhe,,,,,,,,,,,,,,,,,,0.0
F000167,0.0,102,False,False,False,"Maissi, jyvä, kuivattu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000168,0.0,106,False,False,False,Kalja- / mämmimallas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000170,0.0,111,False,False,False,"Lese, kauralese",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000172,0.2,103,False,False,False,Pinaattispagetti pasta sisältää kananmunaa,,,,,,,,,,,,,,,,,,0.0
F000173,0.0,103,False,False,False,"Kauramakaroni, sisältää vehnää ja kauraa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000175,0.0,103,False,False,False,"Rouhe, vehnärouhe kokojyvästä",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F000176,0.0,110,False,False,False,Ruisrouhe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000177,0.0,101,False,False,False,"Riisi, luonnonriisi riisi-villiriisiseos, keitetty, suolaton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000181,0.0,110,False,False,False,"Näkkileipä, gluteeniton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000182,0.0,101,False,False,False,"Jauho, riisijauho, riisihiutale",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000184,0.0,102,False,False,False,"Maissilastu, tacokuori",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.42,0.0,0.0,0.0,0.0,0.0
F000185,0.0,103,False,False,False,Gluteeniton jauhoseos vehnätärkkelysvalmiste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000202,0.0,201,False,False,False,"Peruna, kuivattu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000203,0.0,1901,False,False,False,"Perunalastu, sipsi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0
F000204,0.0,201,False,False,False,"Peruna, uusi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000205,0.0,201,False,False,False,"Peruna, vanha, kuorittu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000206,0.05,201,False,False,False,"Perunasosejauhe, valmistamaton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000207,0.0,201,False,False,False,Ranskanperunavalmiste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000209,0.0,201,False,False,False,Perunahiutale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000300,0.0,906,False,False,False,Porkkana,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000303,0.0,906,False,False,False,Lanttu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000304,0.0,903,False,False,False,Nauris,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000305,0.0,903,False,False,False,Punajuuri,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000307,0.0,903,False,False,False,Etikkapunajuuri,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000308,0.0,903,False,False,False,Retiisi,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000309,0.0,903,False,False,False,Palsternakka,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000310,0.0,205,False,False,False,Maa-artisokka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000311,0.0,903,False,False,False,"Juuriselleri, mukulaselleri",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000312,0.0,903,False,False,False,Mustajuuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000313,0.0,906,False,False,False,"Pakastekasvissekoitus, keittojuures, porkkana, lanttu, juuriselleri, purjo",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000320,0.0,901,False,False,False,"Valkokaali, keräkaali",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000321,0.0,901,False,False,False,Punakaali,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000322,0.0,901,False,False,False,Kukkakaali,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000324,0.0,903,False,False,False,"Parsakaali, brokkoli",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000326,0.0,901,False,False,False,Lehtikaali,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000327,0.0,901,False,False,False,Ruusukaali,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000329,0.0,901,False,False,False,"Kyssäkaali, kaalirapi",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000330,0.0,901,False,False,False,"Lehtisalaatti, ruukkusalaatti, lollo rosso",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000331,0.0,901,False,False,False,"Jäävuorisalaatti, rapea keräsalaatti, amerikansalaatti",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000332,0.0,901,False,False,False,Pinaatti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000333,0.0,901,False,False,False,Persilja,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000334,0.0,901,False,False,False,Nokkonen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000335,0.0,903,False,False,False,"Sipuli, keltasipuli",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000336,0.0,903,False,False,False,"Sipuli, kuivattu sipulilastu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000337,0.0,903,False,False,False,Purjosipuli,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000338,0.0,903,False,False,False,Raparperi,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000339,0.0,903,False,False,False,"Lehtiselleri, varsiselleri",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000340,0.0,905,False,False,False,Parsasäilyke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000342,0.0,903,False,False,False,"Sieni tatti, hapero",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000343,0.0,905,False,False,False,"Sieni rouskut, suolattu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000345,0.0,903,False,False,False,Herkkusieni,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000346,0.0,903,False,False,False,Kurkku,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000347,0.0,905,False,False,False,"Etikkakurkku, ei lisättyä sokeria",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000348,0.0,905,False,False,False,"Maustekurkku, herkkukurkku, sokerisuolattu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000350,0.0,903,False,False,False,Kurpitsa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000351,0.0,905,False,False,False,"Salaatti, kurpitsasalaatti, pikkelssi",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000352,0.0,903,False,False,False,Tomaatti,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000353,0.0,1302,False,False,False,Ketsuppi,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0
F000354,0.0,905,False,False,False,"Tomaattisose, tomaattipyree",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000355,0.0,903,False,False,False,"Paprika, keskiarvo",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000356,0.0,901,False,False,False,"Sekavihannes, porkkana, kukkakaali, herne, papu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000358,0.0,1407,False,False,False,"Täysmehu, kasvistuoremehu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F000359,0.0,901,False,False,False,Kiinankaali,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000362,0.0,903,False,False,False,Munakoiso,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F000363,0.0,102,False,False,False,"Maissi, jyvät",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
